id,name,now_cost,position,team,news,corners_and_indirect_freekicks_order,yellow_cards,ict_index_rank_type,red_cards,expected_assists,influence_rank,now_cost_rank,selected_rank,form_rank_type,creativity_rank,expected_goals_per_90,expected_assists_per_90,threat_rank,bps,ict_index,now_cost_rank_type,web_name,influence_rank_type,saves,clean_sheets_per_90,influence,creativity,goals_conceded_per_90,ep_next,saves_per_90,direct_freekicks_order,minutes,selected_rank_type,expected_goals_conceded,news_added,value_season,expected_goals,bonus,chance_of_playing_next_round,own_goals,threat,goals_scored,expected_goals_conceded_per_90,total_points,goals_conceded,expected_goal_involvements,points_per_game_rank,assists,threat_rank_type,starts,points_per_game_rank_type,status,clean_sheets,expected_goal_involvements_per_90,penalties_missed,penalties_saved,selected_by_percent,starts_per_90,points_per_game,creativity_rank_type,ict_index_rank,penalties_order,form_rank
449,Ethan Horvath,45,GKP,Nott'm Forest,,,0,67,0,0.00,491,371,372,56,490,0.0,0.0,480,0,0.0,23,Horvath,67,0,0.0,0.0,0.0,0.0,1.8,0.0,,0,56,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,499,0,57,0,67,a,0,0.0,0,0,0.2,0.0,0.0,63,494,,177
450,Brennan Johnson,60,MID,Nott'm Forest,,,6,40,0,2.00,110,77,199,237,85,0.26,0.06,27,384,158.1,47,Johnson,51,0,0.22,480.6,374.4,1.66,1.7,0.0,,2930,63,53.79,,20.3,8.39,15,,0,733.0,8,1.65,122,54,10.39,123,5,17,33,51,a,7,0.32,2,0,0.7,1.01,3.2,65,55,2.0,582
451,Cheikhou Kouyaté,50,MID,Nott'm Forest,,,3,130,0,0.33,263,159,575,84,254,0.04,0.03,242,144,32.6,100,Kouyaté,115,0,0.21,162.4,83.1,2.38,1.1,0.0,,871,227,17.06,,7.0,0.36,2,,0,81.0,1,1.76,35,23,0.69,296,0,126,10,126,a,2,0.07,0,0,0.0,1.03,1.7,137,281,,350
452,Richie Laryea,45,DEF,Nott'm Forest,Loan to the end of the year with a permanent transfer in view,,0,199,0,0.00,505,419,591,141,505,0.0,0.0,496,0,0.0,112,Laryea,199,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,207,0.00,2023-08-04T09:37:12.198683Z,0.0,0.00,0,0.0,0,0.0,0,0.0,0,0,0.00,513,0,197,0,199,u,0,0.0,0,0,0.0,0.0,0.0,199,508,,225
453,Orel Mangala,50,MID,Nott'm Forest,,,3,129,0,0.70,248,219,582,127,274,0.03,0.04,251,190,33.6,143,Mangala,109,0,0.29,199.4,62.0,1.4,1.1,0.0,,1543,232,29.46,,10.0,0.57,0,,0,75.0,1,1.72,50,24,1.27,272,1,131,20,113,a,5,0.07,0,0,0.0,1.17,1.9,144,279,,410
454,Loïc Mbe Soh,40,DEF,Nott'm Forest,,,0,160,0,0.00,440,605,419,35,432,0.0,0.0,417,0,0.0,185,Mbe Soh,160,0,0.0,0.0,0.0,0.0,0.5,0.0,,0,157,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,449,0,157,0,161,a,0,0.0,0,0,0.1,0.0,0.0,159,443,,72
455,Scott McKenna,45,DEF,Nott'm Forest,,,4,89,0,0.42,206,370,449,108,243,0.0,0.02,286,275,41.8,79,McKenna,76,0,0.29,278.8,93.9,1.83,1.5,0.0,,1570,171,28.95,,8.9,0.07,0,,0,46.0,0,1.66,40,32,0.49,254,0,104,19,97,a,5,0.02,0,0,0.1,1.09,2.0,78,258,,176
456,Alex Mighten,45,MID,Nott'm Forest,,,0,202,0,0.00,524,454,550,29,365,0.0,0.0,515,1,0.0,225,Mighten,201,0,0.0,0.0,0.3,0.0,0.5,0.0,,7,211,0.23,,0.2,0.00,0,,0,0.0,0,2.96,1,0,0.00,371,0,200,0,168,a,0,0.0,0,0,0.0,0.0,1.0,181,527,,260
457,Moussa Niakhaté,45,DEF,Nott'm Forest,Arm injury - 25% chance of playing,,1,110,0,0.15,254,392,539,123,331,0.05,0.01,266,141,26.0,94,Niakhaté,99,0,0.15,183.4,15.6,1.7,0.4,0.0,,1163,198,23.87,2023-08-06T23:30:06.061982Z,5.6,0.66,0,25.0,0,61.0,0,1.85,25,22,0.81,282,0,93,14,107,d,2,0.06,0,0,0.0,1.08,1.8,122,302,,198
458,Lewis O'Brien,50,MID,Nott'm Forest,,,2,144,0,0.19,297,263,597,152,282,0.05,0.03,285,88,21.1,168,O'Brien,131,0,0.16,107.8,56.4,2.18,1.1,0.0,,578,243,14.13,,4.4,0.34,0,,0,47.0,1,2.2,22,14,0.53,298,0,144,6,128,a,1,0.08,0,0,0.0,0.93,1.7,149,312,,454
459,Braian Ojeda Rodríguez,45,MID,Nott'm Forest,Permanent transfer to Real Salt Lake,,0,208,0,0.00,535,469,617,37,534,0.0,0.0,526,0,0.0,233,Ojeda,207,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,256,0.00,2023-08-04T09:39:04.512634Z,0.0,0.00,0,0.0,0,0.0,0,0.0,0,0,0.00,540,0,207,0,211,u,0,0.0,0,0,0.0,0.0,0.0,209,537,,275
460,Jonathan Panzo,40,DEF,Nott'm Forest,,,0,154,0,0.00,426,587,386,26,417,0.0,0.0,401,0,0.0,176,Panzo,154,0,0.0,0.0,0.0,0.0,0.5,0.0,,0,147,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,435,0,150,0,155,a,0,0.0,0,0,0.2,0.0,0.0,153,429,,54
461,Omar Richards,45,DEF,Nott'm Forest,,,0,197,0,0.00,501,401,483,130,501,0.0,0.0,491,0,0.0,101,O.Richards,197,0,0.0,0.0,0.0,0.0,1.5,0.0,,0,183,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,509,0,195,0,197,a,0,0.0,0,0,0.1,0.0,0.0,197,504,,207
462,Gustavo Henrique Furtado Scarpa,45,MID,Nott'm Forest,,,1,164,0,0.04,363,385,475,16,327,0.12,0.02,314,16,5.7,212,G.Scarpa,163,0,0.0,15.0,17.3,0.51,0.5,0.0,,177,162,2.87,,1.1,0.23,0,,0,25.0,0,1.46,5,1,0.27,397,0,157,2,187,a,0,0.14,0,0,0.1,1.02,0.8,164,358,,191
463,Jonjo Shelvey,50,MID,Nott'm Forest,,2.0,2,149,0,0.66,334,156,547,83,233,0.03,0.1,328,67,16.3,99,J.Shelvey,147,0,0.16,55.6,102.1,1.73,1.1,0.0,,573,209,11.62,,3.2,0.19,0,,0,11.0,0,1.83,16,11,0.85,318,0,163,6,137,a,1,0.13,0,0,0.0,0.94,1.5,131,322,,347
464,Sam Surridge,45,FWD,Nott'm Forest,Joined Nashville SC on a permanent transfer,,2,36,0,0.02,331,414,186,5,330,0.5,0.01,229,61,15.9,65,Surridge,35,0,0.0,61.4,16.2,1.47,0.0,0.0,,306,36,8.60,2023-07-26T11:30:33.401435Z,5.8,1.71,3,0.0,0,92.0,1,2.53,26,5,1.73,343,0,36,1,39,u,0,0.51,0,0,0.9,0.29,1.3,39,324,,220
465,Harry Toffolo,45,DEF,Nott'm Forest,,,2,102,0,0.93,269,350,494,97,245,0.03,0.09,260,134,31.2,68,Toffolo,106,0,0.19,153.0,93.6,1.64,1.5,0.0,,933,190,19.73,,6.7,0.28,1,,0,67.0,0,1.9,30,17,1.21,302,0,89,9,112,a,2,0.12,0,0,0.1,0.87,1.6,79,284,,156
466,Hwang Ui-jo,45,FWD,Nott'm Forest,,,0,46,0,0.00,498,398,145,3,498,0.0,0.0,488,0,0.0,63,Ui-jo,44,0,0.0,0.0,0.0,0.0,0.5,0.0,,0,28,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,506,0,46,0,46,a,0,0.0,0,0,1.3,0.0,0.0,44,501,,204
467,Neco Williams,45,DEF,Nott'm Forest,,,7,34,0,1.22,166,410,279,137,126,0.06,0.06,147,284,84.0,108,Williams,61,0,0.19,372.2,257.3,1.97,1.5,0.0,3.0,1872,100,39.55,,12.0,1.24,1,,0,209.0,1,1.9,54,41,2.46,293,1,21,20,109,a,4,0.12,0,0,0.3,0.96,1.7,28,145,,216
468,Chris Wood,50,FWD,Nott'm Forest,,,0,33,0,0.37,275,163,219,22,255,0.3,0.04,166,163,39.3,42,Wood,27,0,0.45,145.2,82.1,1.0,0.9,0.0,,807,43,11.80,,10.6,2.71,7,,0,169.0,3,1.32,53,9,3.08,239,0,33,9,27,a,4,0.34,0,0,0.6,1.0,2.1,32,266,,354
469,Joe Worrall,45,DEF,Nott'm Forest,,,6,58,0,0.55,102,402,456,131,270,0.03,0.02,216,366,67.5,102,Worrall,34,0,0.2,502.2,66.6,1.79,1.5,0.0,,2215,175,44.46,,13.6,0.85,2,,0,111.0,1,1.81,61,44,1.40,256,0,63,21,99,a,5,0.05,0,0,0.1,0.85,2.0,96,190,,208
470,Ryan Yates,50,MID,Nott'm Forest,,,5,105,0,0.43,240,234,542,137,230,0.1,0.02,134,177,54.5,153,Yates,107,0,0.25,215.0,103.3,1.77,1.1,0.0,,1833,205,29.34,,10.6,1.99,0,,0,233.0,0,1.44,53,36,2.42,263,3,86,21,105,a,5,0.12,0,0,0.0,1.03,2.0,130,220,,425
604,Olu Aina,45,DEF,Nott'm Forest,,,0,192,0,0.00,488,364,428,104,487,0.0,0.0,477,0,0.0,75,Aina,192,0,0.0,0.0,0.0,0.0,1.5,0.0,,0,162,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,496,0,190,0,192,a,0,0.0,0,0,0.1,0.0,0.0,192,491,,170
636,George Shelvey,40,GKP,Nott'm Forest,,,0,58,0,0.00,452,620,620,39,445,0.0,0.0,430,0,0.0,68,G.Shelvey,58,0,0.0,0.0,0.0,0.0,0.5,0.0,,0,72,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,461,0,40,0,58,a,0,0.0,0,0,0.0,0.0,0.0,49,455,,87
637,Josh Powell,40,DEF,Nott'm Forest,,,0,184,0,0.00,470,640,598,63,464,0.0,0.0,449,0,0.0,213,Powell,184,0,0.0,0.0,0.0,0.0,0.5,0.0,,0,208,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,479,0,182,0,185,a,0,0.0,0,0,0.0,0.0,0.0,184,473,,107
27,Auston Trusty,40,DEF,Sheffield Utd,,,0,152,0,0.00,423,584,176,24,414,0.0,0.0,398,0,0.0,174,Trusty,152,0,0.0,0.0,0.0,0.0,0.5,0.0,,0,60,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,432,0,148,0,153,a,0,0.0,0,0,1.0,0.0,0.0,151,426,,51
471,Anel Ahmedhodžić,45,DEF,Sheffield Utd,,,0,204,0,0.00,517,440,230,155,517,0.0,0.0,508,0,0.0,126,Ahmedhodžić,204,0,0.0,0.0,0.0,0.0,1.5,0.0,,0,79,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,524,0,202,0,204,a,0,0.0,0,0,0.5,0.0,0.0,204,520,,246
472,Jordan Amissah,40,GKP,Sheffield Utd,,,0,62,0,0.00,468,638,256,44,462,0.0,0.0,447,0,0.0,73,Amissah,62,0,0.0,0.0,0.0,0.0,0.5,0.0,,0,40,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,477,0,45,0,62,a,0,0.0,0,0,0.4,0.0,0.0,54,471,,105
473,George Baldock,40,DEF,Sheffield Utd,,,0,140,0,0.00,400,548,31,4,386,0.0,0.0,368,0,0.0,154,Baldock,140,0,0.0,0.0,0.0,0.0,0.5,0.0,,0,11,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,409,0,134,0,141,a,0,0.0,0,0,13.6,0.0,0.0,139,403,,15
474,Chris Basham,40,DEF,Sheffield Utd,,,0,139,0,0.00,396,540,245,1,380,0.0,0.0,362,0,0.0,151,Basham,139,0,0.0,0.0,0.0,0.0,0.5,0.0,,0,85,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,405,0,133,0,140,a,0,0.0,0,0,0.4,0.0,0.0,138,399,,7
476,Jayden Bogle,45,DEF,Sheffield Utd,Knee injury - 25% chance of playing,,0,201,0,0.00,509,430,544,150,509,0.0,0.0,500,0,0.0,121,Bogle,201,0,0.0,0.0,0.0,0.0,0.4,0.0,,0,199,0.00,2023-08-04T11:00:04.348112Z,0.0,0.00,0,25.0,0,0.0,0,0.0,0,0,0.00,516,0,199,0,201,d,0,0.0,0,0,0.0,0.0,0.0,201,512,,236
477,Rhian Brewster,50,FWD,Sheffield Utd,Lack of match fitness - 25% chance of playing,,0,61,0,0.00,596,226,411,26,595,0.0,0.0,593,0,0.0,46,Brewster,60,0,0.0,0.0,0.0,0.0,0.2,0.0,,0,61,0.00,2023-08-06T23:30:06.086613Z,0.0,0.00,0,25.0,0,0.0,0,0.0,0,0,0.00,597,0,61,0,61,d,0,0.0,0,0,0.1,0.0,0.0,60,597,2.0,417
478,Ismaila Coulibaly,45,MID,Sheffield Utd,Knee injury - 25% chance of playing,,0,214,0,0.00,544,490,490,48,543,0.0,0.0,537,0,0.0,244,Coulibaly,213,0,0.0,0.0,0.0,0.0,0.1,0.0,,0,169,0.00,2023-08-04T11:00:04.362630Z,0.0,0.00,0,25.0,0,0.0,0,0.0,0,0,0.00,549,0,214,0,217,d,0,0.0,0,0,0.1,0.0,0.0,215,546,,296
479,Adam Davies,40,GKP,Sheffield Utd,,,0,37,0,0.00,401,553,328,14,389,0.0,0.0,371,0,0.0,43,Davies,37,0,0.0,0.0,0.0,0.0,0.5,0.0,,0,52,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,410,0,15,0,37,a,0,0.0,0,0,0.2,0.0,0.0,24,404,,20
480,John Egan,45,DEF,Sheffield Utd,,,0,187,0,0.00,480,341,366,89,478,0.0,0.0,465,0,0.0,60,Egan,187,0,0.0,0.0,0.0,0.0,1.5,0.0,,0,138,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,489,0,185,0,188,a,0,0.0,0,0,0.2,0.0,0.0,187,483,,147
481,John Fleck,50,MID,Sheffield Utd,Knock - 75% chance of playing,2.0,0,236,0,0.00,576,154,602,81,574,0.0,0.0,569,0,0.0,97,Fleck,236,0,0.0,0.0,0.0,0.0,0.8,0.0,,0,246,0.00,2023-08-04T11:00:04.379703Z,0.0,0.00,0,75.0,0,0.0,0,0.0,0,0,0.00,578,0,235,0,237,d,0,0.0,0,0,0.0,0.0,0.0,236,577,,345
482,Wes Foderingham,45,GKP,Sheffield Utd,,,0,65,0,0.00,475,327,281,52,472,0.0,0.0,459,0,0.0,19,Foderingham,65,0,0.0,0.0,0.0,0.0,1.8,0.0,,0,46,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,484,0,53,0,65,a,0,0.0,0,0,0.3,0.0,0.0,60,478,,133
483,Daniel Jebbison,50,FWD,Sheffield Utd,Groin Injury - 75% chance of playing,,0,68,0,0.00,621,297,552,40,621,0.0,0.0,618,0,0.0,60,Jebbison,68,0,0.0,0.0,0.0,0.0,0.7,0.0,,0,75,0.00,2023-08-06T23:30:06.119901Z,0.0,0.00,0,75.0,0,0.0,0,0.0,0,0,0.00,621,0,68,0,68,d,0,0.0,0,0,0.0,0.0,0.0,68,621,,488
484,Max Lowe,45,DEF,Sheffield Utd,,,0,191,0,0.00,487,361,450,102,486,0.0,0.0,476,0,0.0,73,Lowe,191,0,0.0,0.0,0.0,0.0,1.5,0.0,,0,172,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,495,0,189,0,191,a,0,0.0,0,0,0.1,0.0,0.0,191,490,,167
485,Oliver McBurnie,55,FWD,Sheffield Utd,Foot injury - 50% chance of playing,,0,71,0,0.00,626,105,462,45,626,0.0,0.0,626,0,0.0,31,McBurnie,71,0,0.0,0.0,0.0,0.0,0.7,0.0,,0,68,0.00,2023-08-06T23:30:06.135129Z,0.0,0.00,0,50.0,0,0.0,0,0.0,0,0,0.00,626,0,71,0,71,d,0,0.0,0,0,0.1,0.0,0.0,71,626,,518
486,Iliman Ndiaye,55,FWD,Sheffield Utd,Permanent transfer to Marseille,,0,72,0,0.00,629,138,492,49,629,0.0,0.0,629,0,0.0,35,Ndiaye,72,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,70,0.00,2023-08-02T07:28:59.550053Z,0.0,0.00,0,0.0,0,0.0,0,0.0,0,0,0.00,629,0,72,0,72,u,0,0.0,0,0,0.1,0.0,0.0,72,629,,551
487,Rhys Norrington-Davies,40,DEF,Sheffield Utd,Lack of match fitness - 25% chance of playing,,0,169,0,0.00,450,618,427,47,443,0.0,0.0,428,0,0.0,197,Norrington-Davies,169,0,0.0,0.0,0.0,0.0,0.1,0.0,,0,161,0.00,2023-08-06T23:30:06.150503Z,0.0,0.00,0,25.0,0,0.0,0,0.0,0,0,0.00,459,0,167,0,170,d,0,0.0,0,0,0.1,0.0,0.0,169,453,,85
488,Oliver Norwood,50,MID,Sheffield Utd,Head injury - 75% chance of playing,1.0,0,239,0,0.00,579,167,561,89,577,0.0,0.0,572,0,0.0,105,Norwood,239,0,0.0,0.0,0.0,0.0,0.8,0.0,1.0,0,217,0.00,2023-08-06T23:30:06.165508Z,0.0,0.00,0,75.0,0,0.0,0,0.0,0,0,0.00,581,0,238,0,240,d,0,0.0,0,0,0.0,0.0,0.0,239,580,,358
489,Ben Osborn,50,MID,Sheffield Utd,,,0,246,0,0.00,586,210,578,120,585,0.0,0.0,583,0,0.0,136,Osborn,246,0,0.0,0.0,0.0,0.0,1.1,0.0,,0,229,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,587,0,246,0,246,a,0,0.0,0,0,0.0,0.0,0.0,246,587,,401
490,William Osula,45,FWD,Sheffield Utd,,,0,59,0,0.00,568,527,162,21,566,0.0,0.0,561,0,0.0,81,Osula,58,0,0.0,0.0,0.0,0.0,0.5,0.0,,0,33,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,571,0,59,0,59,a,0,0.0,0,0,1.2,0.0,0.0,58,569,,333
576,Jack Robinson,45,DEF,Sheffield Utd,,,0,186,0,0.00,477,330,455,81,474,0.0,0.0,461,0,0.0,52,Robinson,186,0,0.0,0.0,0.0,0.0,1.5,0.0,,0,174,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,486,0,184,0,187,a,0,0.0,0,0,0.1,0.0,0.0,186,480,,136
587,Anis Slimane,50,MID,Sheffield Utd,,,0,264,0,0.00,618,293,504,173,618,0.0,0.0,615,0,0.0,189,Slimane,264,0,0.0,0.0,0.0,0.0,1.1,0.0,,0,174,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,618,0,264,0,264,a,0,0.0,0,0,0.1,0.0,0.0,264,618,,484
592,Yasser Larouci,45,DEF,Sheffield Utd,,,0,207,0,0.00,533,466,489,164,532,0.0,0.0,525,0,0.0,135,Larouci,207,0,0.0,0.0,0.0,0.0,1.5,0.0,,0,188,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,539,0,205,0,207,a,0,0.0,0,0,0.1,0.0,0.0,207,536,,272
593,Bénie Traoré,55,FWD,Sheffield Utd,,,0,76,0,0.00,634,147,500,54,634,0.0,0.0,634,0,0.0,40,T.Bénie,76,0,0.0,0.0,0.0,0.0,1.3,0.0,,0,72,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,634,0,76,0,76,a,0,0.0,0,0,0.1,0.0,0.0,76,634,,560
638,Vini de Souza Costa,50,MID,Sheffield Utd,Awaiting International Clearance - 75% chance of playing,,0,262,0,0.00,612,268,639,156,612,0.0,0.0,610,0,0.0,172,Vini Souza,262,0,0.0,0.0,0.0,0.0,0.8,0.0,,0,272,0.00,2023-08-10T15:30:07.083501Z,0.0,0.00,0,75.0,0,0.0,0,0.0,0,0,0.00,613,0,262,0,262,d,0,0.0,0,0,0.0,0.0,0.0,262,613,,459
491,Brandon Austin,40,GKP,Spurs,,,0,50,0,0.00,430,591,343,30,421,0.0,0.0,405,0,0.0,59,Austin,50,0,0.0,0.0,0.0,0.0,1.0,0.0,,0,54,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,439,0,31,0,50,a,0,0.0,0,0,0.2,0.0,0.0,40,433,,58
492,Rodrigo Bentancur,55,MID,Spurs,Knee injury - Expected back 04 Nov,,8,82,0,0.68,105,118,623,204,164,0.14,0.04,131,342,90.7,73,Bentancur,49,0,0.36,489.6,180.2,1.44,0.0,0.0,,1501,259,19.71,2023-07-05T16:30:03.838788Z,12.9,2.26,7,0.0,0,236.0,5,1.18,71,24,2.94,58,2,85,17,25,i,6,0.18,0,0,0.0,1.02,3.9,105,134,,531
493,Yves Bissouma,50,MID,Spurs,,,6,137,0,0.37,286,257,346,150,194,0.02,0.03,316,176,29.0,166,Bissouma,124,0,0.09,129.8,137.0,1.8,1.6,0.0,,998,108,13.91,,5.4,0.17,0,,0,24.0,0,1.25,27,20,0.54,354,0,158,10,160,a,1,0.05,0,0,0.2,0.9,1.2,120,293,,448
494,Bryan Gil Salvatierra,50,MID,Spurs,Groin Injury - Unknown return date,,1,160,0,0.08,353,273,618,159,310,0.06,0.05,311,22,8.5,175,Bryan,158,0,0.62,30.4,27.5,0.62,0.0,0.0,,146,257,0.90,2023-08-04T11:00:04.405468Z,1.8,0.10,0,0.0,0,27.0,0,0.55,9,1,0.18,228,1,156,2,91,i,1,0.11,0,0,0.0,1.23,2.2,158,345,,464
495,Ben Davies,45,DEF,Spurs,,,4,30,0,1.47,128,351,189,98,111,0.04,0.06,165,470,89.9,69,Davies,44,0,0.35,434.0,291.8,1.3,2.0,0.0,,2284,65,26.59,,22.0,1.01,3,,0,172.0,2,1.05,99,33,2.48,116,3,29,26,31,a,9,0.1,0,0,0.9,1.02,3.2,22,135,,157
496,Eric Dier,45,DEF,Spurs,,,3,24,0,0.55,59,335,159,84,219,0.06,0.02,132,569,100.1,55,Dier,17,0,0.29,653.2,112.3,1.66,2.0,0.0,3.0,2816,53,43.12,,21.3,1.76,5,,0,235.0,2,1.38,96,52,2.31,148,1,17,31,49,a,9,0.08,0,0,1.2,0.99,2.9,65,118,,141
497,Emerson Leite de Souza Junior,45,DEF,Spurs,,,2,36,1,0.97,147,444,222,157,162,0.08,0.05,133,402,82.1,128,E.Royal,54,0,0.36,403.6,181.6,1.41,2.0,0.0,,1729,75,22.24,,19.1,1.61,9,,0,234.0,2,1.16,86,27,2.58,109,2,18,20,28,a,7,0.13,0,0,0.6,1.04,3.3,41,151,,250
498,Fraser Forster,40,GKP,Spurs,,,1,19,0,0.00,215,539,68,6,379,0.0,0.0,361,222,26.9,35,Forster,19,32,0.22,267.8,0.0,1.78,1.0,2.37,,1215,13,19.21,,10.0,0.00,1,,0,0.0,0,1.42,40,24,0.00,145,0,7,13,23,a,3,0.0,0,1,5.6,0.96,2.9,16,299,,6
499,Pierre-Emile Højbjerg,55,MID,Spurs,,,5,45,0,3.13,29,98,208,190,54,0.06,0.09,130,629,150.0,59,Højbjerg,12,0,0.29,758.0,501.7,1.64,2.1,0.0,,3131,66,45.05,,21.8,2.02,10,,0,237.0,4,1.29,120,57,5.15,105,5,84,35,45,a,10,0.15,0,0,0.6,1.01,3.4,46,61,,511
500,Harry Kane,125,FWD,Spurs,,,6,1,0,4.01,2,2,38,80,23,0.55,0.11,2,1008,386.3,2,Kane,2,0,0.29,1342.0,759.6,1.64,3.6,0.0,2.0,3406,8,49.11,,21.0,20.95,48,,0,1760.0,30,1.3,263,62,24.96,3,9,2,38,2,a,11,0.66,1,0,10.9,1.0,6.9,1,1,1.0,639
501,Dejan Kulusevski,70,MID,Spurs,,3.0,2,42,0,4.76,142,36,136,257,37,0.12,0.21,54,310,156.0,23,Kulusevski,63,0,0.35,410.8,639.4,1.75,2.5,0.0,,2062,47,30.15,,13.7,2.68,5,,0,514.0,2,1.32,96,40,7.44,124,7,37,23,52,a,8,0.33,0,0,1.7,1.0,3.2,31,57,,611
502,Hugo Lloris,50,GKP,Spurs,,,0,13,0,0.00,89,150,195,63,572,0.0,0.0,567,456,54.0,4,Lloris,13,79,0.29,540.0,0.0,1.59,3.2,3.22,,2205,28,30.16,,17.8,0.00,12,,1,0.0,0,1.23,89,39,0.00,83,0,64,25,16,a,7,0.0,0,0,0.8,1.02,3.6,69,222,,341
503,Giovani Lo Celso,50,MID,Spurs,,,0,255,0,0.00,598,230,401,136,597,0.0,0.0,595,0,0.0,152,Lo Celso,255,0,0.0,0.0,0.0,0.0,1.6,0.0,,0,132,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,599,0,255,0,255,a,0,0.0,0,0,0.1,0.0,0.0,255,599,,421
504,James Maddison,75,MID,Spurs,,1.0,10,10,0,5.53,23,20,33,261,9,0.31,0.2,25,520,259.7,12,Maddison,9,0,0.15,802.4,984.9,1.96,2.6,0.0,,2479,11,47.16,,18.0,8.50,9,,0,805.0,10,1.71,135,54,14.03,21,9,16,28,10,a,4,0.51,1,0,12.7,1.02,4.5,7,13,,618
505,Tanguy Ndombélé Alvaro,45,MID,Spurs,,,0,197,0,0.00,510,433,210,22,510,0.0,0.0,501,0,0.0,218,Ndombele,196,0,0.0,0.0,0.0,0.0,1.0,0.0,,0,67,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,517,0,195,0,201,a,0,0.0,0,0,0.6,0.0,0.0,199,513,,239
506,Pedro Porro,50,DEF,Spurs,,4.0,0,29,0,2.29,178,278,111,200,77,0.14,0.18,164,253,90.9,32,Pedro Porro,65,0,0.16,330.4,403.7,2.07,2.3,0.0,4.0,1132,36,19.42,,11.8,1.81,5,,0,175.0,3,1.54,59,26,4.10,57,3,28,13,12,a,2,0.32,0,0,2.6,1.03,3.9,12,133,,469
507,Ivan Perišić,50,DEF,Spurs,,2.0,6,4,0,5.23,95,153,105,180,26,0.11,0.22,82,430,164.2,12,Perišić,31,0,0.26,517.8,732.8,1.89,2.3,0.0,5.0,2099,33,33.91,,18.8,2.48,6,,0,394.0,1,1.45,94,44,7.71,166,8,4,23,59,a,6,0.33,0,0,3.0,0.99,2.8,5,48,,344
508,Sergio Reguilón,45,DEF,Spurs,,,0,195,0,0.00,497,393,305,124,497,0.0,0.0,487,0,0.0,95,Reguilón,195,0,0.0,0.0,0.0,0.0,2.0,0.0,,0,113,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,505,0,193,0,195,a,0,0.0,0,0,0.3,0.0,0.0,195,500,,199
509,Richarlison de Andrade,70,MID,Spurs,,,3,84,0,1.46,244,34,115,255,143,0.31,0.13,69,165,86.3,21,Richarlison,108,0,0.27,209.8,221.5,1.63,2.5,0.0,,995,42,14.99,,7.7,3.43,2,,0,435.0,1,1.36,54,18,4.89,268,5,50,12,110,a,3,0.44,0,0,2.5,1.09,2.0,95,140,,609
510,Joe Rodon,40,DEF,Spurs,,,0,156,0,0.00,429,590,262,28,420,0.0,0.0,404,0,0.0,178,Rodon,156,0,0.0,0.0,0.0,0.0,1.0,0.0,,0,92,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,438,0,152,0,157,a,0,0.0,0,0,0.4,0.0,0.0,155,432,,57
511,Cristian Romero,45,DEF,Spurs,,,9,42,1,1.02,87,421,175,143,195,0.06,0.04,230,447,77.3,114,Romero,29,0,0.3,546.2,136.2,1.56,2.0,0.0,,2363,59,34.11,,14.7,1.50,3,,0,91.0,0,1.3,66,41,2.52,206,2,71,26,80,a,8,0.1,0,0,1.0,0.99,2.4,53,161,,227
